,FlightDate,Carrier,Origin,Dest,Distance,DistanceGroup
3162,2017-09-14,WN,PHX,LAX,370.0,2
268,2017-09-20,EV,RIC,DTW,456.0,2
19803,2017-09-17,OO,SFO,MRY,77.0,1
19234,2017-09-01,DL,ATL,BOS,946.0,4
8732,2017-09-23,AA,LAX,ORD,1744.0,7
15343,2017-09-20,OO,BIS,DEN,516.0,3
14916,2017-09-15,B6,PBI,BOS,1197.0,5
10872,2017-09-18,AA,PHL,BDL,196.0,1
2820,2017-09-03,WN,IND,SAN,1782.0,8
7923,2017-09-28,DL,DEN,ATL,1199.0,5
16426,2017-09-17,OO,DEN,FAT,844.0,4
13277,2017-09-08,B6,PWM,JFK,273.0,2
2607,2017-09-04,B6,JFK,BOS,187.0,1
3944,2017-09-11,HA,SEA,OGG,2640.0,11
1847,2017-09-13,OO,DTW,IAD,383.0,2
8374,2017-09-15,WN,LAX,LAS,236.0,1
16148,2017-09-06,WN,SAN,OAK,446.0,2
2866,2017-09-09,WN,FLL,PIT,994.0,4
6808,2017-09-25,DL,ATL,VPS,250.0,2
159,2017-09-12,B6,PDX,LGB,846.0,4
3793,2017-09-02,UA,SFO,IAH,1635.0,7
10170,2017-09-09,OO,ORD,PIA,130.0,1
15440,2017-09-22,WN,FLL,ATL,581.0,3
18768,2017-09-04,UA,IAH,SAT,191.0,1
16690,2017-09-08,NK,IAH,DEN,862.0,4
3459,2017-09-30,UA,ORD,DSM,299.0,2
7241,2017-09-07,UA,LAX,SFO,337.0,2
17913,2017-09-14,UA,MCO,EWR,937.0,4
16516,2017-09-15,WN,TPA,BDL,1111.0,5
11413,2017-09-16,UA,SFO,RNO,192.0,1
323,2017-09-14,UA,ORD,LAS,1514.0,7
12230,2017-09-09,WN,PHX,BNA,1449.0,6
12383,2017-09-30,UA,LGA,ORD,733.0,3
19138,2017-09-05,AS,ANC,SEA,1448.0,6
12947,2017-09-24,WN,ONT,OAK,362.0,2
11323,2017-09-02,AA,CLT,RDU,130.0,1
1307,2017-09-11,WN,TPA,BHM,459.0,2
19094,2017-09-21,OO,SLC,RAP,508.0,3
5647,2017-09-08,OO,COS,SLC,411.0,2
17644,2017-09-05,DL,STL,MSP,448.0,2
7151,2017-09-28,DL,LGA,ATL,762.0,4
18735,2017-09-09,OO,LAX,SAN,109.0,1
13362,2017-09-06,DL,MSP,MCI,393.0,2
15199,2017-09-08,WN,IND,DCA,500.0,3
15558,2017-09-26,DL,DTW,MSY,926.0,4
16370,2017-09-20,DL,PHX,SLC,507.0,3
16876,2017-09-27,UA,ATL,EWR,746.0,3
17837,2017-09-03,WN,LAS,OAK,407.0,2
3627,2017-09-21,WN,ONT,DAL,1200.0,5
1563,2017-09-14,DL,SEA,ATL,2182.0,9
12352,2017-09-28,UA,IAH,ORD,925.0,4
6788,2017-09-08,AS,KTN,SEA,680.0,3
18831,2017-09-13,UA,ORD,AUS,977.0,4
18711,2017-09-28,UA,SFO,RDU,2400.0,10
6084,2017-09-23,DL,ATL,MSP,907.0,4
18563,2017-09-29,EV,LGA,SDF,659.0,3
5123,2017-09-05,AA,DFW,MCI,460.0,2
15661,2017-09-28,DL,MCI,ATL,692.0,3
13286,2017-09-21,WN,SMF,BWI,2395.0,10
6157,2017-09-01,NK,FLL,ATL,581.0,3
2180,2017-09-17,OO,TUS,SFO,751.0,4
5938,2017-09-19,DL,ATL,CMH,447.0,2
7323,2017-09-19,WN,ELP,LAS,583.0,3
10480,2017-09-06,AA,ORD,RDU,646.0,3
1775,2017-09-18,DL,CLT,ATL,226.0,1
4612,2017-09-15,DL,BOS,LGA,184.0,1
3534,2017-09-11,OO,MRY,LAX,266.0,2
6011,2017-09-12,B6,JFK,LAX,2475.0,10
19731,2017-09-22,DL,SEA,SLC,689.0,3
14075,2017-09-11,DL,ATL,SEA,2182.0,9
5689,2017-09-11,AA,BNA,LAX,1797.0,8
2303,2017-09-27,B6,BOS,TPA,1185.0,5
9590,2017-09-22,B6,BWI,BOS,369.0,2
6452,2017-09-09,NK,ATL,MSP,907.0,4
10850,2017-09-21,UA,DFW,DEN,641.0,3
11920,2017-09-22,UA,RDU,ORD,646.0,3
2582,2017-09-22,DL,PNS,ATL,271.0,2
376,2017-09-30,WN,PHX,SAN,304.0,2
8904,2017-09-10,OO,BTR,ATL,448.0,2
15929,2017-09-19,AA,DFW,DCA,1192.0,5
9675,2017-09-29,WN,DAL,DCA,1184.0,5
18747,2017-09-12,UA,DEN,FSD,483.0,2
10814,2017-09-26,EV,JAN,DFW,408.0,2
14225,2017-09-20,DL,BNA,ATL,214.0,1
8647,2017-09-16,F9,DEN,MSP,680.0,3
18655,2017-09-19,OO,PIA,ORD,130.0,1
13560,2017-09-10,AA,LGA,DFW,1389.0,6
19414,2017-09-06,EV,IAH,HOB,501.0,3
17408,2017-09-27,WN,FLL,STL,1057.0,5
2358,2017-09-07,OO,IAH,SLC,1195.0,5
13647,2017-09-14,AA,MEM,CLT,511.0,3
9446,2017-09-19,B6,SJC,LGB,324.0,2
19638,2017-09-23,DL,ATL,SRQ,444.0,2
2309,2017-09-22,DL,DCA,MSP,931.0,4
16505,2017-09-11,WN,MDW,SAT,1036.0,5
9862,2017-09-01,DL,JAC,SLC,205.0,1
1887,2017-09-05,OO,SFO,FAT,158.0,1
7508,2017-09-12,UA,ORD,OMA,416.0,2
7962,2017-09-08,OO,PDX,SEA,129.0,1
16975,2017-09-18,OO,ORD,AVL,536.0,3
6928,2017-09-12,WN,MDW,PDX,1751.0,8
2404,2017-09-25,VX,SFO,LAX,337.0,2
6539,2017-09-18,AA,PHL,SEA,2378.0,10
12216,2017-09-25,DL,ATL,MCI,692.0,3
12863,2017-09-20,AA,CLT,BOS,728.0,3
11063,2017-09-27,WN,BWI,FLL,925.0,4
6556,2017-09-27,F9,ORD,LAS,1514.0,7
1377,2017-09-22,AA,PHL,MSP,980.0,4
18675,2017-09-29,DL,ATL,HNL,4502.0,11
11888,2017-09-19,WN,DAL,AUS,189.0,1
13010,2017-09-29,UA,EWR,ORD,719.0,3
4923,2017-09-15,AA,DFW,LAS,1055.0,5
18835,2017-09-19,OO,SJC,BUR,296.0,2
3530,2017-09-30,EV,EWR,SDF,642.0,3
6218,2017-09-30,EV,ORD,CAK,343.0,2
1286,2017-09-12,UA,EWR,LAX,2454.0,10
4359,2017-09-15,AA,AUS,LAX,1242.0,5
5223,2017-09-26,EV,HPN,ORD,738.0,3
4437,2017-09-12,OO,RDM,SLC,525.0,3
12992,2017-09-28,OO,TVC,ORD,224.0,1
17301,2017-09-13,WN,LAX,ATL,1947.0,8
15063,2017-09-03,OO,TVC,ORD,224.0,1
18944,2017-09-11,DL,MLB,ATL,442.0,2
18014,2017-09-15,WN,MKE,BOS,860.0,4
2094,2017-09-11,DL,EWR,ATL,746.0,3
14686,2017-09-29,HA,HNL,OGG,100.0,1
4751,2017-09-11,DL,DEN,JFK,1626.0,7
12609,2017-09-05,WN,PNS,BNA,391.0,2
357,2017-09-25,UA,EWR,DFW,1372.0,6
18573,2017-09-17,UA,TPA,EWR,997.0,4
5348,2017-09-21,DL,AUS,SLC,1086.0,5
15753,2017-09-10,OO,TUS,PHX,110.0,1
14534,2017-09-01,DL,ATL,DEN,1199.0,5
16034,2017-09-29,OO,GTR,ATL,241.0,1
14208,2017-09-03,UA,MCO,EWR,937.0,4
18549,2017-09-16,WN,BUR,SJC,296.0,2
19100,2017-09-03,OO,AUS,SAN,1164.0,5
9850,2017-09-12,OO,CMH,MSP,626.0,3
17415,2017-09-20,B6,RDU,BOS,612.0,3
7321,2017-09-08,AS,ANC,SEA,1448.0,6
11879,2017-09-07,WN,MDW,STL,251.0,2
16720,2017-09-04,WN,BNA,LAS,1587.0,7
9617,2017-09-11,AA,BWI,PHX,1999.0,8
5029,2017-09-21,DL,ATL,EWR,746.0,3
9218,2017-09-21,OO,DAY,ORD,240.0,1
18529,2017-09-22,WN,SAT,STL,786.0,4
11557,2017-09-11,OO,RSW,CVG,879.0,4
12642,2017-09-29,DL,JAX,ATL,270.0,2
4335,2017-09-12,OO,DTW,GSO,460.0,2
17345,2017-09-11,OO,FAT,SAN,314.0,2
18885,2017-09-24,AA,DFW,RDU,1061.0,5
14557,2017-09-17,AS,PHX,SEA,1107.0,5
8119,2017-09-21,WN,MCO,DAL,973.0,4
16188,2017-09-26,OO,RIC,ORD,642.0,3
3620,2017-09-03,F9,LAS,MSN,1454.0,6
13216,2017-09-06,EV,SGF,IAH,513.0,3
15385,2017-09-16,OO,FAT,DEN,844.0,4
19680,2017-09-16,OO,SNA,DEN,846.0,4
8681,2017-09-27,OO,XNA,DEN,616.0,3
19701,2017-09-16,NK,MCO,EWR,937.0,4
4211,2017-09-20,UA,ORD,PHL,678.0,3
8430,2017-09-05,DL,PWM,ATL,1027.0,5
2537,2017-09-21,AA,BOS,PHL,280.0,2
2277,2017-09-20,NK,SEA,LAS,867.0,4
7054,2017-09-27,AA,DFW,SNA,1205.0,5
11085,2017-09-30,AA,MYR,CLT,157.0,1
18786,2017-09-30,WN,ISP,BWI,220.0,1
1601,2017-09-07,OO,ORD,LSE,215.0,1
7518,2017-09-12,UA,PHX,EWR,2133.0,9
689,2017-09-17,DL,BNA,ATL,214.0,1
5874,2017-09-24,DL,DTW,MSP,528.0,3
13944,2017-09-21,OO,ACV,SFO,250.0,2
16772,2017-09-01,WN,BNA,LAS,1587.0,7
19722,2017-09-10,AS,SEA,GEG,224.0,1
12492,2017-09-28,WN,MCI,DAL,460.0,2
6315,2017-09-18,UA,SFO,BOS,2704.0,11
3357,2017-09-28,UA,ATL,EWR,746.0,3
12376,2017-09-07,AA,ORD,PHX,1440.0,6
11565,2017-09-10,AS,SEA,OAK,672.0,3
16684,2017-09-25,OO,SLC,IAH,1195.0,5
2401,2017-09-25,DL,SEA,ATL,2182.0,9
6445,2017-09-06,AA,TPA,MIA,204.0,1
12422,2017-09-18,AA,ORD,LAX,1744.0,7
11438,2017-09-25,UA,SFO,LAX,337.0,2
1132,2017-09-12,EV,DCA,CLE,310.0,2
6714,2017-09-28,WN,DEN,BUR,850.0,4
11115,2017-09-11,AA,DCA,BOS,399.0,2
12118,2017-09-30,DL,JFK,ATL,760.0,4
14371,2017-09-09,DL,PNS,ATL,271.0,2
6812,2017-09-01,WN,DEN,EWR,1605.0,7
8459,2017-09-30,OO,SEA,EUG,234.0,1
11851,2017-09-10,WN,MAF,DAL,319.0,2
2661,2017-09-18,EV,LGA,ROC,254.0,2
17333,2017-09-04,WN,DAL,OMA,585.0,3
2229,2017-09-04,EV,IAH,TUL,429.0,2
19394,2017-09-13,DL,OMA,ATL,821.0,4
6999,2017-09-19,UA,ORD,BUF,474.0,2
14924,2017-09-21,EV,IAH,VPS,528.0,3
18333,2017-09-05,UA,DEN,IAH,862.0,4
11985,2017-09-03,AS,OAK,SEA,672.0,3
18449,2017-09-24,UA,LAS,ORD,1514.0,7
18045,2017-09-09,NK,LBE,FLL,980.0,4
1920,2017-09-21,WN,OAK,SEA,672.0,3
18366,2017-09-03,EV,GSP,IAH,837.0,4
2534,2017-09-18,UA,IAH,PHX,1009.0,5
5215,2017-09-21,NK,BWI,ATL,577.0,3
8493,2017-09-01,B6,PHL,BOS,280.0,2
11165,2017-09-17,OO,SNA,SJC,342.0,2
10585,2017-09-26,AA,BOS,DCA,399.0,2
6680,2017-09-22,EV,FAR,ORD,557.0,3
7920,2017-09-11,DL,BOS,CVG,752.0,4
1185,2017-09-29,UA,SFO,LAS,414.0,2
18550,2017-09-12,AA,IAH,DFW,224.0,1
14830,2017-09-03,DL,LAS,MSP,1299.0,6
11873,2017-09-04,VX,LAX,SFO,337.0,2
14905,2017-09-18,OO,PHX,LAX,370.0,2
4652,2017-09-16,DL,MSP,DCA,931.0,4
9451,2017-09-09,WN,BOS,STL,1047.0,5
3612,2017-09-08,OO,RAP,DEN,300.0,2
18829,2017-09-24,OO,BGM,DTW,378.0,2
13957,2017-09-10,UA,SBA,DEN,916.0,4
1222,2017-09-23,NK,FLL,LGA,1076.0,5
9847,2017-09-14,OO,BWI,CVG,430.0,2
12416,2017-09-06,WN,OMA,LAS,1099.0,5
8486,2017-09-10,DL,BOS,MSP,1124.0,5
9054,2017-09-03,HA,KOA,HNL,163.0,1
14651,2017-09-15,UA,EWR,IAH,1400.0,6
19103,2017-09-15,DL,JFK,ATL,760.0,4
4418,2017-09-07,UA,MSY,DEN,1062.0,5
9721,2017-09-13,OO,SNA,LAS,226.0,1
9588,2017-09-30,AA,PHX,OMA,1037.0,5
16541,2017-09-11,UA,AUS,DEN,775.0,4
11538,2017-09-01,AA,BUF,CLT,546.0,3
19788,2017-09-21,B6,LGA,MCO,950.0,4
2060,2017-09-20,DL,JFK,MCO,944.0,4
11128,2017-09-11,EV,SHV,IAH,192.0,1
10507,2017-09-11,AA,BOS,ORD,867.0,4
10984,2017-09-22,WN,LAX,MDW,1750.0,8
16105,2017-09-11,AA,JAX,DFW,918.0,4
6718,2017-09-26,NK,ORD,LAX,1744.0,7
5471,2017-09-16,NK,LAS,DEN,628.0,3
19947,2017-09-17,DL,ATL,SAV,214.0,1
11124,2017-09-26,AA,BOS,LGA,184.0,1
2967,2017-09-21,WN,BUF,BWI,281.0,2
8597,2017-09-29,UA,SFO,LAS,414.0,2
6735,2017-09-16,NK,MSY,CLE,917.0,4
14340,2017-09-17,UA,IAD,FLL,901.0,4
245,2017-09-09,NK,ATL,ORD,606.0,3
3312,2017-09-20,WN,MDW,BWI,611.0,3
5377,2017-09-06,WN,OAK,ONT,362.0,2
6093,2017-09-08,WN,SEA,BWI,2335.0,10
9223,2017-09-27,DL,PDX,MSP,1426.0,6
14103,2017-09-11,WN,SFO,LAS,414.0,2
17941,2017-09-22,OO,RHI,MSP,190.0,1
19107,2017-09-30,B6,MCO,DCA,759.0,4
14589,2017-09-24,EV,IAH,SGF,513.0,3
6078,2017-09-05,WN,SAN,OAK,446.0,2
15528,2017-09-19,OO,SLC,SEA,689.0,3
5953,2017-09-18,EV,HPN,ORD,738.0,3
1466,2017-09-08,OO,DLH,MSP,144.0,1
8788,2017-09-10,DL,SEA,BOS,2496.0,10
14039,2017-09-17,UA,SFO,IND,1943.0,8
18527,2017-09-10,WN,LGA,MDW,725.0,3
13548,2017-09-18,F9,PIT,LAS,1910.0,8
19871,2017-09-12,AA,PHX,ORD,1440.0,6
12886,2017-09-16,AS,SEA,SFO,679.0,3
6200,2017-09-05,AA,BOS,LGA,184.0,1
11262,2017-09-03,AS,ANC,OME,539.0,3
9556,2017-09-12,DL,ATL,SEA,2182.0,9
1803,2017-09-01,AA,ELP,DFW,551.0,3
13703,2017-09-23,AA,DFW,SJC,1438.0,6
1151,2017-09-29,WN,PHX,MSY,1300.0,6
5204,2017-09-12,OO,ORD,XNA,522.0,3
14637,2017-09-18,F9,RDU,TTN,373.0,2
3806,2017-09-22,OO,SLC,MFR,575.0,3
16038,2017-09-28,B6,FLL,BOS,1237.0,5
4577,2017-09-21,WN,MDW,MCO,990.0,4
7856,2017-09-08,AA,PHX,PIT,1814.0,8
6993,2017-09-11,DL,EWR,DTW,488.0,2
3275,2017-09-14,AA,CLT,DCA,331.0,2
11604,2017-09-06,B6,FLL,RDU,680.0,3
19776,2017-09-02,DL,BOS,TPA,1185.0,5
2592,2017-09-28,DL,OKC,ATL,761.0,4
16504,2017-09-14,WN,TPA,BDL,1111.0,5
1779,2017-09-12,UA,SFO,SEA,679.0,3
9235,2017-09-05,AA,CLT,BDL,644.0,3
4318,2017-09-08,UA,BOS,DEN,1754.0,8
11343,2017-09-01,VX,LAX,ORD,1744.0,7
3406,2017-09-06,WN,RIC,ATL,481.0,2
13404,2017-09-18,UA,DEN,ORD,888.0,4
6814,2017-09-28,OO,IAH,ORD,925.0,4
10323,2017-09-07,OO,SFO,ONT,363.0,2
10448,2017-09-23,DL,LAX,SLC,590.0,3
9661,2017-09-25,WN,DEN,MKE,896.0,4
15437,2017-09-26,DL,DEN,MSP,680.0,3
10202,2017-09-11,AS,SEA,SFO,679.0,3
5030,2017-09-19,OO,EUG,SEA,234.0,1
7009,2017-09-10,AA,CLT,BWI,361.0,2
6913,2017-09-04,OO,ROW,PHX,433.0,2
16859,2017-09-01,F9,SFO,DEN,967.0,4
3352,2017-09-10,OO,JMS,DEN,573.0,3
8937,2017-09-18,B6,JFK,SRQ,1041.0,5
210,2017-09-14,AA,CLT,SFO,2296.0,10
9753,2017-09-17,DL,SEA,LAX,954.0,4
11813,2017-09-13,DL,DTW,BWI,409.0,2
7768,2017-09-30,B6,JFK,BUR,2465.0,10
9329,2017-09-04,UA,ROC,ORD,528.0,3
9720,2017-09-26,WN,DAL,BHM,587.0,3
1078,2017-09-07,UA,MSP,SFO,1589.0,7
1782,2017-09-29,AA,ORD,PHL,678.0,3
14692,2017-09-17,OO,MSP,BIS,386.0,2
7949,2017-09-25,AA,BWI,CLT,361.0,2
4517,2017-09-09,DL,SLC,CVG,1450.0,6
11752,2017-09-15,DL,BWI,DTW,409.0,2
7704,2017-09-18,OO,GEG,SEA,224.0,1
9917,2017-09-13,WN,BUR,OAK,325.0,2
2664,2017-09-19,WN,OAK,LAX,337.0,2
18124,2017-09-09,DL,TPA,ATL,406.0,2
15938,2017-09-18,B6,BOS,TPA,1185.0,5
8727,2017-09-04,OO,ONT,SLC,558.0,3
3281,2017-09-20,AA,LAX,JFK,2475.0,10
5515,2017-09-30,UA,SFO,GEG,733.0,3
15021,2017-09-22,UA,SAT,IAH,191.0,1
9232,2017-09-01,WN,SAN,LAS,258.0,2
6378,2017-09-19,OO,ATL,MLU,448.0,2
17655,2017-09-28,OO,SUN,SLC,222.0,1
15015,2017-09-14,AA,DFW,LAX,1235.0,5
12680,2017-09-23,OO,SBN,ORD,84.0,1
269,2017-09-06,DL,TPA,JFK,1005.0,5
15933,2017-09-29,DL,ATL,JFK,760.0,4
5252,2017-09-30,WN,DTW,DAL,981.0,4
17862,2017-09-10,WN,BWI,FLL,925.0,4
7536,2017-09-13,DL,MSP,ALB,980.0,4
6352,2017-09-06,NK,MCO,SJU,1189.0,5
5934,2017-09-22,UA,PDX,IAH,1825.0,8
5620,2017-09-14,DL,ATL,MKE,669.0,3
1088,2017-09-03,WN,SNA,SJC,342.0,2
15923,2017-09-10,AA,PHX,PDX,1009.0,5
14453,2017-09-06,WN,OAK,DEN,957.0,4
3669,2017-09-23,OO,LAX,TUS,451.0,2
7242,2017-09-17,AA,MIA,DCA,919.0,4
4761,2017-09-26,WN,MAF,HOU,441.0,2
17552,2017-09-03,AS,SEA,ABQ,1180.0,5
18297,2017-09-26,AA,DFW,PHL,1303.0,6
7222,2017-09-29,WN,MDW,DAL,793.0,4
8451,2017-09-20,WN,BWI,TPA,842.0,4
13161,2017-09-19,EV,AZO,ORD,122.0,1
1356,2017-09-28,DL,ATL,DAY,432.0,2
16434,2017-09-05,UA,KOA,LAX,2504.0,11
19206,2017-09-29,EV,IAH,XNA,438.0,2
5225,2017-09-14,AA,STL,LAX,1592.0,7
8606,2017-09-20,OO,GRB,MSP,252.0,2
18427,2017-09-19,OO,IAH,CRP,201.0,1
4245,2017-09-13,AA,CLT,MSY,651.0,3
763,2017-09-08,B6,LAX,BOS,2611.0,11
18319,2017-09-17,F9,PDX,DEN,991.0,4
11129,2017-09-19,DL,BDL,DTW,549.0,3
17957,2017-09-13,DL,AGS,ATL,143.0,1
9964,2017-09-08,B6,LGB,SFO,354.0,2
12384,2017-09-27,DL,STL,ATL,484.0,2
17284,2017-09-24,DL,MEM,ATL,332.0,2
14481,2017-09-10,WN,DTW,MDW,228.0,1
16351,2017-09-13,B6,JFK,DEN,1626.0,7
5317,2017-09-12,WN,SNA,SMF,404.0,2
18923,2017-09-08,AA,ORD,ORF,717.0,3
2210,2017-09-17,DL,ATL,MYR,317.0,2
1365,2017-09-21,OO,DEN,RDM,898.0,4
19232,2017-09-17,AS,SEA,ORD,1721.0,7
9637,2017-09-02,WN,MDW,SFO,1855.0,8
19972,2017-09-17,WN,HOU,LAX,1390.0,6
12815,2017-09-23,UA,DEN,SFO,967.0,4
19786,2017-09-27,DL,LGA,TPA,1010.0,5
8007,2017-09-16,WN,STL,SAN,1557.0,7
1463,2017-09-01,EV,IND,ORD,177.0,1
12621,2017-09-16,WN,MCO,IND,829.0,4
13287,2017-09-14,DL,MSP,DTW,528.0,3
5267,2017-09-05,HA,HNL,OAK,2409.0,10
7144,2017-09-28,NK,LGA,ORD,733.0,3
4312,2017-09-11,EV,AVL,ATL,164.0,1
19065,2017-09-14,EV,IAH,TUS,936.0,4
5824,2017-09-15,UA,LGA,IAH,1416.0,6
7460,2017-09-04,UA,SMF,IAD,2358.0,10
5248,2017-09-11,F9,TYS,DEN,1162.0,5
3421,2017-09-30,WN,LAS,LAX,236.0,1
9124,2017-09-30,B6,SJU,FLL,1046.0,5
11594,2017-09-27,AA,RDU,DFW,1061.0,5
2649,2017-09-22,WN,HOU,BNA,670.0,3
17851,2017-09-14,OO,AGS,ATL,143.0,1
9213,2017-09-05,WN,PVD,MDW,842.0,4
6919,2017-09-25,EV,CLL,DFW,164.0,1
7301,2017-09-12,WN,LAS,MDW,1521.0,7
10083,2017-09-06,AA,CLT,ORD,599.0,3
1006,2017-09-29,UA,SFO,ORD,1846.0,8
13925,2017-09-03,AA,LAX,SEA,954.0,4
18763,2017-09-04,NK,MSP,ORD,334.0,2
19156,2017-09-30,B6,EWR,PBI,1023.0,5
598,2017-09-29,AS,SNA,SEA,978.0,4
9836,2017-09-01,B6,JFK,RSW,1074.0,5
7168,2017-09-26,DL,DTW,MCO,957.0,4
2812,2017-09-28,AA,CLT,BOS,728.0,3
19313,2017-09-12,AA,BOS,LGA,184.0,1
17508,2017-09-22,AA,DFW,BOS,1562.0,7
6193,2017-09-14,OO,SFO,RDM,462.0,2
17296,2017-09-19,WN,DAL,PHL,1295.0,6
6821,2017-09-16,OO,FAT,PDX,626.0,3
19711,2017-09-24,WN,BNA,BWI,587.0,3
8766,2017-09-11,EV,DCA,CLE,310.0,2
10630,2017-09-13,WN,DAL,ABQ,580.0,3
17343,2017-09-11,WN,LAS,SAN,258.0,2
572,2017-09-14,B6,LGA,BOS,184.0,1
11190,2017-09-12,HA,HNL,LIH,102.0,1
15464,2017-09-10,AA,CLT,DFW,936.0,4
2823,2017-09-08,WN,STL,MCI,237.0,1
10978,2017-09-21,NK,MCO,BWI,787.0,4
36,2017-09-28,UA,LAS,DEN,628.0,3
2957,2017-09-08,WN,BNA,LAX,1797.0,8
1421,2017-09-23,AA,CLT,MCI,808.0,4
12856,2017-09-24,EV,CLE,DCA,310.0,2
16677,2017-09-30,WN,LGA,HOU,1428.0,6
18958,2017-09-03,WN,DCA,IND,500.0,3
6050,2017-09-25,DL,ATL,BHM,134.0,1
6888,2017-09-14,UA,FLL,IAH,966.0,4
7026,2017-09-01,AA,BWI,CLT,361.0,2
16322,2017-09-28,B6,JFK,FLL,1069.0,5
199,2017-09-04,WN,PDX,SMF,479.0,2
6143,2017-09-20,DL,DTW,SLC,1481.0,6
9039,2017-09-05,WN,LGB,SMF,387.0,2
7802,2017-09-04,WN,BDL,DEN,1671.0,7
3106,2017-09-28,WN,PHX,OKC,833.0,4
2794,2017-09-11,B6,JFK,ACK,199.0,1
13193,2017-09-20,OO,RNO,SLC,422.0,2
16895,2017-09-23,WN,SLC,PHX,507.0,3
16483,2017-09-25,EV,DFW,VPS,641.0,3
7396,2017-09-29,AA,DFW,PHX,868.0,4
13940,2017-09-21,DL,ATL,ORD,606.0,3
17520,2017-09-29,AA,RSW,CLT,600.0,3
15325,2017-09-16,EV,DFW,SJT,229.0,1
9390,2017-09-12,AS,SAN,EWR,2425.0,10
10909,2017-09-03,DL,SAN,SLC,626.0,3
6789,2017-09-27,WN,DAL,AUS,189.0,1
13347,2017-09-30,AA,DFW,IND,761.0,4
4243,2017-09-25,AA,DEN,DFW,641.0,3
150,2017-09-24,AA,PHL,DFW,1303.0,6
16871,2017-09-17,UA,DEN,SNA,846.0,4
11605,2017-09-11,B6,SFO,LGB,354.0,2
9890,2017-09-11,AA,PHX,SMF,647.0,3
1900,2017-09-24,WN,FLL,BNA,793.0,4
13679,2017-09-09,AA,MIA,SJU,1045.0,5
8218,2017-09-24,WN,OAK,LAX,337.0,2
8307,2017-09-10,UA,SJC,ORD,1829.0,8
6711,2017-09-25,WN,GEG,BOI,287.0,2
16080,2017-09-05,WN,RNO,OAK,181.0,1
19336,2017-09-19,WN,DAL,SLC,999.0,4
96,2017-09-10,OO,DEN,SEA,1024.0,5
13826,2017-09-25,DL,PDX,LAX,834.0,4
19959,2017-09-25,DL,ATL,ROA,357.0,2
4149,2017-09-12,WN,ATL,BWI,577.0,3
8469,2017-09-14,UA,BWI,ORD,622.0,3
7599,2017-09-22,AA,BWI,CLT,361.0,2
16498,2017-09-07,DL,SLC,PDX,630.0,3
896,2017-09-10,AA,CLT,PVD,683.0,3
12103,2017-09-17,DL,MCO,LGA,950.0,4
8980,2017-09-18,OO,SWF,DTW,479.0,2
9681,2017-09-24,WN,LAX,LAS,236.0,1
13134,2017-09-15,WN,BWI,PWM,452.0,2
13138,2017-09-22,HA,HNL,LIH,102.0,1
19450,2017-09-26,WN,MCO,SJU,1189.0,5
1833,2017-09-24,WN,MCI,MCO,1072.0,5
5595,2017-09-28,WN,BUR,SJC,296.0,2
11421,2017-09-10,DL,ATL,IAD,534.0,3
14909,2017-09-12,AA,DTW,CLT,500.0,3
5549,2017-09-21,HA,OGG,HNL,100.0,1
4262,2017-09-02,UA,DEN,SAN,853.0,4
6833,2017-09-20,NK,LAS,DFW,1055.0,5
14270,2017-09-25,EV,BRO,IAH,308.0,2
1927,2017-09-11,OO,TUL,DEN,541.0,3
5276,2017-09-29,DL,LGA,TPA,1010.0,5
16430,2017-09-24,OO,SBN,ORD,84.0,1
19008,2017-09-11,F9,ATL,DEN,1199.0,5
8304,2017-09-26,WN,SFO,SNA,372.0,2
17453,2017-09-15,AA,CLT,SFO,2296.0,10
13578,2017-09-19,DL,DTW,SFO,2079.0,9
1273,2017-09-30,WN,SJC,SEA,696.0,3
13603,2017-09-07,AA,SLC,DFW,989.0,4
12149,2017-09-18,OO,ORD,DTW,235.0,1
16631,2017-09-18,AS,WRG,KTN,82.0,1
5534,2017-09-11,OO,DEN,FAT,844.0,4
1373,2017-09-29,AA,DTW,MIA,1145.0,5
4554,2017-09-05,OO,HLN,SLC,402.0,2
5902,2017-09-17,DL,SLC,LAX,590.0,3
8409,2017-09-15,OO,ORD,MKE,67.0,1
8040,2017-09-19,DL,MSP,PIT,726.0,3
2242,2017-09-19,B6,MCO,BDL,1050.0,5
4030,2017-09-25,B6,MCO,EWR,937.0,4
12481,2017-09-10,WN,SAN,SMF,480.0,2
6216,2017-09-14,UA,EWR,IAH,1400.0,6
16847,2017-09-28,B6,BOS,CLT,728.0,3
5904,2017-09-18,WN,AUS,DEN,775.0,4
17022,2017-09-15,OO,MGM,ATL,147.0,1
12313,2017-09-16,VX,SFO,SAN,447.0,2
3099,2017-09-01,AA,MIA,DFW,1121.0,5
14374,2017-09-11,WN,OAK,SNA,371.0,2
12790,2017-09-21,WN,ALB,MDW,717.0,3
7034,2017-09-23,DL,SAN,SLC,626.0,3
431,2017-09-27,UA,TPA,IAD,811.0,4
3338,2017-09-10,UA,ATL,ORD,606.0,3
711,2017-09-27,WN,RDU,STL,667.0,3
16007,2017-09-15,UA,DEN,BWI,1491.0,6
7149,2017-09-12,WN,STL,DEN,770.0,4
1961,2017-09-16,UA,LAS,IAH,1222.0,5
19330,2017-09-05,AA,PHL,SEA,2378.0,10
1691,2017-09-17,HA,LIH,HNL,102.0,1
8023,2017-09-16,UA,BOS,EWR,200.0,1
