,FlightDate,Carrier,Origin,Dest,Distance,DistanceGroup
7701,2017-09-29,B6,SJU,BOS,1674.0,7
9510,2017-09-11,EV,IAH,BNA,657.0,3
10441,2017-09-25,AA,DFW,BOS,1562.0,7
7,2017-09-22,UA,PHX,ORD,1440.0,6
4017,2017-09-21,AA,LAS,LAX,236.0,1
7925,2017-09-09,DL,ATL,TPA,406.0,2
15664,2017-09-17,DL,PDX,SEA,129.0,1
17036,2017-09-19,B6,SJU,BOS,1674.0,7
1671,2017-09-21,OO,SLC,BUR,574.0,3
4512,2017-09-04,EV,AVP,ORD,632.0,3
18707,2017-09-02,WN,MDW,PHX,1444.0,6
19966,2017-09-06,DL,ATL,BDL,859.0,4
15889,2017-09-15,UA,DEN,SAT,794.0,4
2552,2017-09-14,OO,GSO,DTW,460.0,2
8185,2017-09-19,EV,CLE,DCA,310.0,2
7533,2017-09-23,WN,MDW,BDL,777.0,4
2637,2017-09-03,DL,FLL,ATL,581.0,3
19384,2017-09-19,OO,CHO,ORD,566.0,3
10935,2017-09-27,WN,ATL,IAD,534.0,3
906,2017-09-15,WN,DAL,BNA,623.0,3
2045,2017-09-10,VX,DAL,SFO,1476.0,6
17822,2017-09-19,WN,PVD,BWI,327.0,2
4227,2017-09-18,AA,BNA,DFW,631.0,3
2650,2017-09-13,UA,DEN,SJC,948.0,4
19536,2017-09-14,WN,TUS,DEN,639.0,3
5460,2017-09-13,OO,SHV,ATL,551.0,3
10971,2017-09-19,WN,BUR,LAS,223.0,1
5395,2017-09-12,WN,LAX,LAS,236.0,1
2999,2017-09-15,AA,DCA,PBI,857.0,4
13171,2017-09-02,EV,EWR,ALB,143.0,1
14954,2017-09-29,VX,LAX,HNL,2556.0,11
11467,2017-09-25,AA,ATL,PHL,666.0,3
3130,2017-09-20,DL,BOS,TPA,1185.0,5
16962,2017-09-06,WN,MDW,BHM,570.0,3
463,2017-09-13,OO,DTW,ALB,489.0,2
4688,2017-09-20,AA,CLT,PBI,590.0,3
13473,2017-09-12,AS,SEA,FAI,1533.0,7
4131,2017-09-13,WN,MSP,MDW,349.0,2
12623,2017-09-15,AS,ANC,SEA,1448.0,6
5718,2017-09-06,WN,SMF,BWI,2395.0,10
5309,2017-09-13,WN,LAS,CMH,1771.0,8
6152,2017-09-06,F9,DEN,PIT,1290.0,6
9945,2017-09-30,OO,SAN,LAX,109.0,1
18819,2017-09-06,DL,JFK,SJU,1598.0,7
5182,2017-09-30,AA,JFK,BOS,187.0,1
15042,2017-09-01,UA,HNL,EWR,4962.0,11
2931,2017-09-28,WN,MEM,TPA,655.0,3
9604,2017-09-24,WN,DEN,SJC,948.0,4
19321,2017-09-28,OO,FAT,SLC,501.0,3
18160,2017-09-16,AA,DCA,PHX,1979.0,8
9548,2017-09-26,DL,MSY,DTW,926.0,4
12942,2017-09-27,VX,LAX,BOS,2611.0,11
4687,2017-09-11,OO,ASE,DEN,125.0,1
115,2017-09-13,WN,HOU,MCO,849.0,4
11371,2017-09-25,NK,BWI,IAH,1235.0,5
17483,2017-09-23,AA,SFO,PHL,2521.0,11
15381,2017-09-19,WN,STL,MDW,251.0,2
2270,2017-09-08,WN,SMF,PDX,479.0,2
3512,2017-09-15,WN,OAK,LAS,407.0,2
2929,2017-09-26,EV,BHM,ORD,584.0,3
13806,2017-09-15,DL,MSP,SFO,1589.0,7
15161,2017-09-22,OO,ORD,OMA,416.0,2
4310,2017-09-15,WN,BNA,LAS,1587.0,7
10749,2017-09-19,EV,IAH,IND,844.0,4
14749,2017-09-17,WN,PHX,SNA,338.0,2
14418,2017-09-05,DL,DTW,GRR,120.0,1
11563,2017-09-27,OO,SMF,LAX,373.0,2
11304,2017-09-23,WN,SJC,SLC,584.0,3
4327,2017-09-25,AA,CLT,ALB,646.0,3
6506,2017-09-14,DL,ATL,EWR,746.0,3
10724,2017-09-16,WN,LAS,BUR,223.0,1
18483,2017-09-18,NK,BWI,MYR,399.0,2
19691,2017-09-25,DL,MSP,LAX,1535.0,7
9356,2017-09-12,AS,SEA,LIH,2701.0,11
19875,2017-09-25,AA,CMH,LAX,1995.0,8
19857,2017-09-30,WN,DEN,FLL,1703.0,7
16473,2017-09-01,AA,IAH,CLT,912.0,4
16200,2017-09-29,WN,DEN,LAX,862.0,4
11100,2017-09-27,WN,BWI,BOS,369.0,2
12217,2017-09-08,HA,KOA,HNL,163.0,1
13074,2017-09-02,WN,PHX,EWR,2133.0,9
2086,2017-09-02,NK,ORD,IAH,925.0,4
5083,2017-09-13,EV,MYR,DTW,636.0,3
3301,2017-09-08,F9,DEN,PDX,991.0,4
19697,2017-09-03,DL,EWR,ATL,746.0,3
972,2017-09-04,AA,LAX,OGG,2486.0,10
3073,2017-09-09,WN,SAN,LAS,258.0,2
18198,2017-09-05,OO,ORD,RIC,642.0,3
5179,2017-09-17,NK,LAS,MCI,1139.0,5
13160,2017-09-27,OO,PHX,SFO,651.0,3
18450,2017-09-22,OO,SNA,SFO,372.0,2
12279,2017-09-26,NK,CLE,LAS,1824.0,8
1711,2017-09-07,EV,ORD,MHT,843.0,4
18695,2017-09-18,DL,MCO,ATL,404.0,2
11536,2017-09-10,WN,BUR,OAK,325.0,2
7451,2017-09-15,AA,RIC,CLT,257.0,2
13097,2017-09-19,HA,HNL,ITO,216.0,1
7902,2017-09-09,AA,DFW,AUS,190.0,1
17081,2017-09-18,OO,BZN,ORD,1186.0,5
189,2017-09-11,WN,MDW,MSP,349.0,2
15013,2017-09-13,WN,FLL,MCO,177.0,1
3221,2017-09-20,AA,DFW,TUL,237.0,1
11894,2017-09-11,DL,ATL,CAE,192.0,1
4015,2017-09-22,DL,ATL,MCO,404.0,2
7774,2017-09-14,B6,JFK,LAS,2248.0,9
10443,2017-09-12,DL,ATL,TLH,223.0,1
3145,2017-09-23,WN,DEN,BWI,1491.0,6
8861,2017-09-10,DL,IND,ATL,432.0,2
1330,2017-09-01,DL,MSP,MKE,297.0,2
19152,2017-09-23,WN,MCI,MCO,1072.0,5
1665,2017-09-12,AA,FLL,CLT,632.0,3
12064,2017-09-26,WN,MSP,MDW,349.0,2
12603,2017-09-20,DL,BWI,DTW,409.0,2
13270,2017-09-27,B6,JFK,TPA,1005.0,5
12742,2017-09-05,WN,DAL,BWI,1209.0,5
2344,2017-09-28,UA,DEN,PHX,602.0,3
12974,2017-09-04,UA,IAH,LAX,1379.0,6
14474,2017-09-27,HA,OGG,KOA,84.0,1
5210,2017-09-27,UA,BNA,EWR,748.0,3
1182,2017-09-23,B6,JFK,SAN,2446.0,10
9551,2017-09-09,AA,MCI,PHL,1038.0,5
13317,2017-09-10,UA,SNA,ORD,1726.0,7
879,2017-09-10,B6,BOS,ATL,946.0,4
12053,2017-09-16,DL,MCO,SLC,1931.0,8
3315,2017-09-08,WN,DAL,TUL,237.0,1
7429,2017-09-12,AA,DFW,PDX,1616.0,7
639,2017-09-10,DL,MSP,STL,448.0,2
8404,2017-09-20,WN,LAX,PHX,370.0,2
7679,2017-09-20,WN,BWI,MHT,377.0,2
18400,2017-09-14,WN,LAX,STL,1592.0,7
12677,2017-09-22,AS,SEA,LAX,954.0,4
8789,2017-09-03,WN,BOS,DEN,1754.0,8
880,2017-09-04,WN,SEA,MKE,1694.0,7
10459,2017-09-21,AA,CLT,DCA,331.0,2
3508,2017-09-27,AA,MIA,DCA,919.0,4
16252,2017-09-15,DL,ATL,SNA,1919.0,8
18020,2017-09-24,EV,DFW,SAF,551.0,3
12193,2017-09-01,WN,SAT,LAS,1069.0,5
837,2017-09-06,EV,EWR,SBN,637.0,3
394,2017-09-26,WN,DEN,PIT,1290.0,6
2815,2017-09-13,EV,OMA,IAH,781.0,4
6481,2017-09-03,UA,ORD,LAX,1744.0,7
17814,2017-09-11,EV,GSO,EWR,445.0,2
3579,2017-09-26,OO,SEA,PDX,129.0,1
12421,2017-09-22,UA,IAH,BNA,657.0,3
7247,2017-09-10,AS,LAS,SEA,867.0,4
11584,2017-09-24,OO,ORD,MCI,403.0,2
17744,2017-09-12,WN,TPA,BHM,459.0,2
8429,2017-09-17,WN,ATL,DEN,1199.0,5
12141,2017-09-20,F9,DEN,SEA,1024.0,5
7256,2017-09-07,B6,PVD,MCO,1072.0,5
14134,2017-09-11,AS,PDX,BOS,2537.0,11
11401,2017-09-04,NK,MSY,ATL,425.0,2
6311,2017-09-25,DL,CHS,JFK,636.0,3
18391,2017-09-10,OO,LAX,PHX,370.0,2
13678,2017-09-15,AS,JNU,SEA,909.0,4
8046,2017-09-26,UA,EWR,ATL,746.0,3
2260,2017-09-06,WN,MKE,BOS,860.0,4
16789,2017-09-05,AA,SEA,JFK,2422.0,10
4302,2017-09-22,WN,SAN,HOU,1313.0,6
317,2017-09-05,WN,TUS,DEN,639.0,3
17042,2017-09-20,OO,LAN,PLN,193.0,1
13421,2017-09-13,VX,LAX,IAD,2288.0,10
16179,2017-09-22,OO,MKE,DTW,237.0,1
7510,2017-09-22,DL,MSP,SEA,1399.0,6
18095,2017-09-07,DL,MSY,ATL,425.0,2
15665,2017-09-20,UA,LAX,IAH,1379.0,6
14791,2017-09-15,DL,ATL,LGA,762.0,4
15107,2017-09-27,DL,CLT,ATL,226.0,1
6361,2017-09-10,AA,LIH,LAX,2615.0,11
15855,2017-09-30,OO,SFO,MRY,77.0,1
2394,2017-09-11,AS,BOI,SEA,399.0,2
3078,2017-09-08,EV,ORD,LIT,552.0,3
1638,2017-09-14,OO,AVP,DTW,399.0,2
6498,2017-09-02,UA,SFO,FLL,2584.0,11
12122,2017-09-11,WN,MSP,MDW,349.0,2
11429,2017-09-03,AA,MIA,BOS,1258.0,6
7699,2017-09-18,B6,SJU,JFK,1598.0,7
5205,2017-09-24,UA,MKE,DEN,896.0,4
12285,2017-09-17,WN,DSM,STL,259.0,2
2647,2017-09-01,OO,ORD,MKE,67.0,1
1600,2017-09-17,UA,DCA,ORD,612.0,3
3801,2017-09-05,DL,ATL,TLH,223.0,1
12717,2017-09-28,DL,SJU,ATL,1547.0,7
17604,2017-09-14,B6,LAX,JFK,2475.0,10
15473,2017-09-26,DL,RIC,ATL,481.0,2
14814,2017-09-02,DL,CVG,MCO,757.0,4
7861,2017-09-20,DL,ATL,MYR,317.0,2
9879,2017-09-08,WN,PHX,SFO,651.0,3
9367,2017-09-12,WN,BNA,DAL,623.0,3
17340,2017-09-28,OO,MSP,LSE,119.0,1
11692,2017-09-26,WN,PHX,GEG,1020.0,5
19704,2017-09-15,WN,RDU,MCO,534.0,3
8839,2017-09-24,F9,MCO,COS,1520.0,7
467,2017-09-01,EV,ATL,DHN,170.0,1
7522,2017-09-16,F9,ORD,DEN,888.0,4
18308,2017-09-23,OO,SFO,XNA,1550.0,7
2946,2017-09-29,WN,DEN,MDW,895.0,4
10368,2017-09-14,EV,HPN,ATL,780.0,4
4278,2017-09-14,VX,EWR,LAX,2454.0,10
2627,2017-09-16,AA,SJC,ORD,1829.0,8
4043,2017-09-28,B6,TPA,JFK,1005.0,5
16529,2017-09-30,DL,SEA,JFK,2422.0,10
4548,2017-09-02,AA,FLL,PHL,992.0,4
18509,2017-09-16,WN,LAS,SAN,258.0,2
8272,2017-09-28,WN,SAT,DAL,248.0,1
18323,2017-09-18,AS,SEA,LAS,867.0,4
16590,2017-09-25,OO,SLC,CDC,221.0,1
13820,2017-09-15,WN,IAD,ATL,534.0,3
18219,2017-09-14,OO,SEA,BOI,399.0,2
17879,2017-09-07,AA,LAS,PHX,255.0,2
1810,2017-09-12,DL,MCO,ATL,404.0,2
8373,2017-09-15,WN,MSY,STL,604.0,3
5606,2017-09-18,WN,DAL,MSY,436.0,2
17840,2017-09-29,DL,DTW,SEA,1927.0,8
7667,2017-09-01,AA,DFW,LAX,1235.0,5
16836,2017-09-06,WN,BUF,BWI,281.0,2
10155,2017-09-21,B6,DCA,MCO,759.0,4
14414,2017-09-19,WN,MDW,MSP,349.0,2
11247,2017-09-24,AA,SAT,DFW,247.0,1
3666,2017-09-08,WN,STL,MCI,237.0,1
6203,2017-09-29,OO,TWF,SLC,175.0,1
19677,2017-09-15,UA,FSD,DEN,483.0,2
13739,2017-09-06,DL,JFK,SEA,2422.0,10
17430,2017-09-29,DL,MLB,ATL,442.0,2
13030,2017-09-01,AA,MIA,LAX,2342.0,10
5411,2017-09-07,HA,HNL,LIH,102.0,1
7697,2017-09-07,F9,IND,LAS,1590.0,7
7540,2017-09-25,NK,FLL,BDL,1173.0,5
6939,2017-09-21,WN,LAX,SFO,337.0,2
4056,2017-09-29,B6,BOS,ORD,867.0,4
14711,2017-09-14,WN,SAN,SFO,447.0,2
17939,2017-09-14,EV,RIC,EWR,277.0,2
16533,2017-09-22,AA,MIA,LGA,1096.0,5
4434,2017-09-29,DL,TPA,LGA,1010.0,5
3377,2017-09-29,DL,LAX,MSP,1535.0,7
10811,2017-09-01,DL,PHX,JFK,2153.0,9
10127,2017-09-30,OO,RNO,LAX,391.0,2
4754,2017-09-29,WN,MCO,MSY,551.0,3
15833,2017-09-04,DL,ATL,ORF,516.0,3
1427,2017-09-14,OO,SFO,SLC,599.0,3
13417,2017-09-01,EV,EWR,BGR,393.0,2
4968,2017-09-13,DL,IAD,ATL,534.0,3
1469,2017-09-24,UA,DEN,SFO,967.0,4
2444,2017-09-01,WN,DEN,MSP,680.0,3
3384,2017-09-28,F9,IAD,DEN,1452.0,6
15514,2017-09-22,OO,ATL,BTR,448.0,2
8553,2017-09-04,UA,DEN,ORD,888.0,4
8010,2017-09-29,F9,ATL,CVG,373.0,2
10407,2017-09-03,NK,CLE,FLL,1062.0,5
17181,2017-09-18,DL,ATL,FLL,581.0,3
2584,2017-09-24,WN,RNO,DEN,804.0,4
15400,2017-09-16,B6,BOS,JFK,187.0,1
2757,2017-09-23,F9,MKE,LAS,1524.0,7
13591,2017-09-29,HA,OGG,HNL,100.0,1
4162,2017-09-15,B6,PHL,BOS,280.0,2
5295,2017-09-02,WN,MDW,STL,251.0,2
19362,2017-09-27,DL,SLC,JFK,1990.0,8
13322,2017-09-22,DL,JFK,DEN,1626.0,7
5009,2017-09-18,AA,LAS,CLT,1916.0,8
777,2017-09-28,DL,LAS,MSP,1299.0,6
7801,2017-09-21,AA,CLT,MIA,650.0,3
11109,2017-09-04,UA,SNA,SFO,372.0,2
1510,2017-09-09,WN,STL,MCO,882.0,4
17918,2017-09-08,HA,HNL,ITO,216.0,1
13727,2017-09-16,DL,SFO,JFK,2586.0,11
17568,2017-09-22,DL,DTW,AUS,1149.0,5
18494,2017-09-15,WN,HOU,MCO,849.0,4
15408,2017-09-10,HA,KOA,OGG,84.0,1
17755,2017-09-03,AA,LAX,ORD,1744.0,7
5382,2017-09-26,DL,LAS,ATL,1747.0,7
8618,2017-09-22,UA,ORD,MSN,108.0,1
2271,2017-09-15,WN,MSY,DAL,436.0,2
6181,2017-09-13,UA,ORD,DTW,235.0,1
11440,2017-09-18,WN,DTW,MDW,228.0,1
1166,2017-09-21,UA,MFE,IAH,316.0,2
1982,2017-09-02,DL,ATL,MEM,332.0,2
12611,2017-09-24,WN,DTW,DEN,1123.0,5
1212,2017-09-28,AA,CLT,SFO,2296.0,10
19642,2017-09-14,AS,HNL,SEA,2677.0,11
19096,2017-09-29,EV,LFT,IAH,201.0,1
18623,2017-09-12,B6,RDU,BOS,612.0,3
17693,2017-09-09,AA,DFW,CLT,936.0,4
8836,2017-09-03,AS,SEA,DCA,2329.0,10
17140,2017-09-01,VX,LAS,LAX,236.0,1
13037,2017-09-21,OO,CID,ORD,196.0,1
8798,2017-09-18,AA,IND,CLT,427.0,2
15334,2017-09-29,VX,LAS,LAX,236.0,1
17255,2017-09-24,EV,BTR,IAH,253.0,2
11125,2017-09-23,B6,BUR,JFK,2465.0,10
10760,2017-09-26,WN,HOU,DAL,239.0,1
5188,2017-09-27,AA,DFW,IAH,224.0,1
11150,2017-09-06,AA,CLT,RIC,257.0,2
11415,2017-09-26,UA,EWR,SEA,2402.0,10
1830,2017-09-15,UA,EWR,PBI,1023.0,5
15177,2017-09-16,DL,MSP,JFK,1029.0,5
14485,2017-09-04,WN,LAS,LAX,236.0,1
143,2017-09-08,UA,IAH,SEA,1874.0,8
17275,2017-09-14,UA,DEN,PSP,776.0,4
1702,2017-09-13,WN,BDL,BWI,283.0,2
7615,2017-09-24,OO,ORD,CWA,213.0,1
7491,2017-09-23,AA,MIA,CLT,650.0,3
14171,2017-09-02,B6,CLT,BOS,728.0,3
12139,2017-09-04,B6,SFO,JFK,2586.0,11
19441,2017-09-19,WN,ONT,OAK,362.0,2
8906,2017-09-22,OO,SBN,ATL,566.0,3
18784,2017-09-18,WN,AMA,LAS,758.0,4
9204,2017-09-13,OO,LAX,MRY,266.0,2
3551,2017-09-12,DL,ATL,BOS,946.0,4
10232,2017-09-21,NK,OAK,LAX,337.0,2
12590,2017-09-25,UA,SFO,IAH,1635.0,7
17309,2017-09-25,DL,SFO,BOS,2704.0,11
558,2017-09-13,EV,SGF,ATL,563.0,3
6559,2017-09-17,AA,DFW,SLC,989.0,4
2038,2017-09-12,EV,STL,EWR,872.0,4
12024,2017-09-05,DL,LGA,DTW,502.0,3
16153,2017-09-16,AA,PHL,SFO,2521.0,11
9581,2017-09-02,AA,CLT,IND,427.0,2
12353,2017-09-06,WN,FLL,STL,1057.0,5
13517,2017-09-18,OO,LAX,AUS,1242.0,5
9927,2017-09-09,WN,PHX,DEN,602.0,3
11701,2017-09-11,WN,MSP,MDW,349.0,2
7285,2017-09-08,UA,EWR,SFO,2565.0,11
17598,2017-09-07,DL,SLC,MCI,920.0,4
5644,2017-09-19,UA,IND,SFO,1943.0,8
17373,2017-09-28,OO,FAR,MSP,223.0,1
1091,2017-09-07,NK,ORD,SAN,1723.0,7
12203,2017-09-23,OO,ORD,MKE,67.0,1
14662,2017-09-29,AS,SEA,OGG,2640.0,11
5836,2017-09-03,F9,DSM,DEN,589.0,3
19708,2017-09-13,NK,BWI,SEA,2335.0,10
14773,2017-09-16,AA,DFW,MIA,1121.0,5
14260,2017-09-23,VX,BOS,LAX,2611.0,11
19512,2017-09-28,UA,SFO,EWR,2565.0,11
18559,2017-09-27,UA,SEA,IAH,1874.0,8
12855,2017-09-15,WN,ABQ,MCI,718.0,3
8867,2017-09-14,UA,BWI,ORD,622.0,3
15004,2017-09-08,F9,LAX,DEN,862.0,4
6825,2017-09-27,AS,SEA,OGG,2640.0,11
13687,2017-09-05,WN,LAS,SFO,414.0,2
15447,2017-09-04,DL,SEA,MSP,1399.0,6
17443,2017-09-05,WN,DAL,HOU,239.0,1
13976,2017-09-25,DL,ATL,MSN,707.0,3
13968,2017-09-22,WN,MCI,LAS,1139.0,5
19101,2017-09-02,DL,MSP,STL,448.0,2
17442,2017-09-19,UA,EWR,LAS,2227.0,9
17745,2017-09-14,AA,MIA,CLT,650.0,3
5302,2017-09-09,AA,JFK,MCO,944.0,4
10026,2017-09-22,OO,SLC,ORD,1250.0,6
12734,2017-09-04,WN,MSP,MDW,349.0,2
15782,2017-09-16,WN,MDW,MSP,349.0,2
7735,2017-09-30,OO,TUS,SFO,751.0,4
3024,2017-09-13,WN,DEN,OMA,472.0,2
11539,2017-09-08,WN,MSP,STL,448.0,2
11223,2017-09-24,B6,SEA,BOS,2496.0,10
15057,2017-09-20,AA,ORD,LAX,1744.0,7
12872,2017-09-17,AA,ORD,DTW,235.0,1
8639,2017-09-01,DL,SLC,MCO,1931.0,8
9561,2017-09-08,UA,ORD,JAC,1162.0,5
757,2017-09-18,NK,CLE,LAX,2052.0,9
14002,2017-09-26,WN,HOU,BHM,570.0,3
15865,2017-09-06,WN,BOS,MDW,861.0,4
19045,2017-09-12,DL,SFO,JFK,2586.0,11
17834,2017-09-23,AA,LIH,PHX,2979.0,11
4472,2017-09-14,AA,ORD,PHL,678.0,3
1763,2017-09-24,OO,FAR,DEN,627.0,3
7526,2017-09-03,OO,FAT,LAX,209.0,1
8913,2017-09-26,AS,MSP,SEA,1399.0,6
15010,2017-09-09,F9,PDX,DEN,991.0,4
15699,2017-09-26,WN,DAL,HOU,239.0,1
13056,2017-09-23,DL,ATL,CHS,259.0,2
3846,2017-09-25,DL,ATL,STL,484.0,2
3601,2017-09-25,OO,SLC,RNO,422.0,2
18916,2017-09-09,OO,ELP,DEN,563.0,3
4983,2017-09-19,AA,TPA,CLT,507.0,3
17567,2017-09-08,NK,DTW,MCO,957.0,4
15003,2017-09-21,WN,LGA,MDW,725.0,3
9781,2017-09-21,OO,FAT,LAX,209.0,1
17251,2017-09-20,DL,ATL,IAH,689.0,3
14991,2017-09-10,OO,FCA,ORD,1352.0,6
11259,2017-09-13,DL,SEA,DEN,1024.0,5
389,2017-09-27,HA,LAX,HNL,2556.0,11
8093,2017-09-07,DL,JAN,ATL,341.0,2
19806,2017-09-13,OO,TYS,ORD,475.0,2
3719,2017-09-27,EV,IAH,CAE,878.0,4
12971,2017-09-25,AA,PHL,LAX,2402.0,10
2383,2017-09-28,AA,ORD,LGA,733.0,3
15720,2017-09-20,OO,GRB,ORD,173.0,1
6234,2017-09-20,DL,MCO,ATL,404.0,2
18103,2017-09-08,WN,ABQ,HOU,759.0,4
18229,2017-09-10,AA,RNO,PHX,601.0,3
2981,2017-09-12,DL,MSP,MCI,393.0,2
19762,2017-09-22,UA,PIT,ORD,413.0,2
1760,2017-09-05,WN,STL,PHL,814.0,4
4796,2017-09-20,AA,SAN,PHX,304.0,2
19371,2017-09-07,OO,DTW,MDT,371.0,2
14774,2017-09-14,EV,ATL,HPN,780.0,4
3822,2017-09-14,UA,ABQ,ORD,1118.0,5
3082,2017-09-04,UA,DEN,PHX,602.0,3
8870,2017-09-27,UA,SAN,SFO,447.0,2
17283,2017-09-03,UA,EWR,DFW,1372.0,6
8537,2017-09-26,DL,PHF,ATL,508.0,3
15852,2017-09-08,AS,LAX,BWI,2329.0,10
18031,2017-09-23,F9,DSM,LAS,1216.0,5
3622,2017-09-30,EV,IAH,ECP,572.0,3
6589,2017-09-18,AA,CLT,ORF,290.0,2
15707,2017-09-17,DL,LAX,JFK,2475.0,10
133,2017-09-28,DL,BOS,MCO,1121.0,5
1486,2017-09-28,AA,MIA,LGA,1096.0,5
15879,2017-09-06,NK,LGA,ORD,733.0,3
13889,2017-09-26,WN,OAK,LAX,337.0,2
3764,2017-09-13,UA,EWR,LAX,2454.0,10
2766,2017-09-10,WN,PHX,ABQ,328.0,2
15469,2017-09-01,VX,MCO,LAX,2218.0,9
13324,2017-09-26,AS,SEA,DCA,2329.0,10
9319,2017-09-03,OO,LAX,RDM,726.0,3
8267,2017-09-01,WN,ELP,HOU,677.0,3
5085,2017-09-24,AA,LAX,JFK,2475.0,10
17053,2017-09-18,AA,ORD,DFW,802.0,4
13651,2017-09-14,AA,BWI,CLT,361.0,2
10128,2017-09-16,UA,ORD,LAX,1744.0,7
12849,2017-09-11,DL,MSP,LGA,1020.0,5
5409,2017-09-21,DL,LAX,BOS,2611.0,11
17685,2017-09-28,AS,SEA,OAK,672.0,3
7480,2017-09-20,WN,MDW,HOU,937.0,4
3985,2017-09-12,OO,PDX,SJC,569.0,3
14131,2017-09-09,NK,CLE,ATL,554.0,3
10621,2017-09-01,NK,OAK,DFW,1457.0,6
17645,2017-09-26,DL,DTW,MSP,528.0,3
10028,2017-09-27,AA,LAX,PHX,370.0,2
12991,2017-09-10,VX,EWR,SFO,2565.0,11
3192,2017-09-15,DL,DCA,MSP,931.0,4
109,2017-09-23,EV,MFE,IAH,316.0,2
7675,2017-09-01,DL,LAS,JFK,2248.0,9
14250,2017-09-04,NK,PIT,LAX,2136.0,9
19424,2017-09-22,WN,BWI,ATL,577.0,3
6810,2017-09-29,EV,LGA,CAE,617.0,3
13424,2017-09-13,AS,SMF,SEA,605.0,3
9025,2017-09-09,WN,SAT,LAS,1069.0,5
200,2017-09-03,AA,PHL,MCO,861.0,4
9499,2017-09-10,B6,FLL,BWI,925.0,4
59,2017-09-02,WN,AUS,PHX,872.0,4
2685,2017-09-22,AA,CHS,DFW,987.0,4
12232,2017-09-05,DL,MCO,DTW,957.0,4
14372,2017-09-22,DL,CVG,LAX,1900.0,8
16903,2017-09-18,AA,STT,CLT,1520.0,7
13611,2017-09-15,DL,ATL,CMH,447.0,2
14185,2017-09-15,WN,BWI,DAL,1209.0,5
3834,2017-09-26,OO,ORD,MSN,108.0,1
12023,2017-09-16,DL,ATL,CMH,447.0,2
19813,2017-09-30,DL,ATL,BHM,134.0,1
15513,2017-09-07,DL,SLC,DEN,391.0,2
7379,2017-09-08,DL,CLT,ATL,226.0,1
18809,2017-09-08,WN,SNA,SMF,404.0,2
13119,2017-09-18,OO,ASE,DEN,125.0,1
119,2017-09-21,UA,SFO,BOS,2704.0,11
5140,2017-09-21,DL,BNA,ATL,214.0,1
15798,2017-09-01,DL,ATL,GSP,153.0,1
6618,2017-09-18,WN,PHX,ONT,325.0,2
5451,2017-09-11,DL,ATL,LAX,1947.0,8
5384,2017-09-24,OO,DEN,ASE,125.0,1
902,2017-09-19,NK,PHX,DFW,868.0,4
5728,2017-09-02,OO,ORD,MCI,403.0,2
1899,2017-09-21,DL,ATL,SMF,2092.0,9
14640,2017-09-20,DL,MSY,ATL,425.0,2
8337,2017-09-11,B6,PIT,BOS,496.0,2
18270,2017-09-13,OO,MSP,OKC,694.0,3
16297,2017-09-13,WN,MSY,FLL,674.0,3
10299,2017-09-14,VX,DEN,SFO,967.0,4
6611,2017-09-25,UA,EWR,LAX,2454.0,10
3876,2017-09-27,WN,AUS,ELP,528.0,3
19141,2017-09-27,AA,LGA,BOS,184.0,1
10020,2017-09-21,WN,FLL,AUS,1105.0,5
2118,2017-09-21,AA,LAX,PHL,2402.0,10
701,2017-09-03,EV,BDL,EWR,116.0,1
6575,2017-09-14,AA,LGA,ORD,733.0,3
16247,2017-09-13,UA,EUG,SFO,451.0,2
13667,2017-09-19,WN,ATL,MSY,425.0,2
4510,2017-09-03,WN,MKE,DAL,850.0,4
15895,2017-09-28,AA,CLT,BWI,361.0,2
14734,2017-09-06,NK,DFW,MSY,447.0,2
15730,2017-09-10,DL,ATL,PHX,1587.0,7
2632,2017-09-01,WN,SJC,AUS,1476.0,6
12170,2017-09-13,NK,MCO,IAH,854.0,4
13288,2017-09-04,AA,DFW,EWR,1372.0,6
15476,2017-09-25,AA,SFO,CLT,2296.0,10
3728,2017-09-27,UA,EWR,SFO,2565.0,11
5247,2017-09-18,WN,LAS,SJC,386.0,2
5577,2017-09-08,WN,BWI,MSY,998.0,4
13441,2017-09-19,NK,FLL,DEN,1703.0,7
12408,2017-09-08,AS,LAS,SEA,867.0,4
462,2017-09-30,NK,PIT,LAS,1910.0,8
19048,2017-09-05,OO,ORD,SBN,84.0,1
3809,2017-09-12,WN,MAF,HOU,441.0,2
7061,2017-09-11,UA,LAS,EWR,2227.0,9
1541,2017-09-07,AA,TUL,DFW,237.0,1
3625,2017-09-30,WN,MDW,BUF,468.0,2
1718,2017-09-22,B6,BWI,FLL,925.0,4
10846,2017-09-25,WN,LGA,MDW,725.0,3
17043,2017-09-17,DL,TPA,ATL,406.0,2
3768,2017-09-23,B6,JFK,SEA,2422.0,10
4140,2017-09-23,WN,SJC,PDX,569.0,3
325,2017-09-14,B6,BOS,PHL,280.0,2
13597,2017-09-09,UA,SEA,SFO,679.0,3
4387,2017-09-11,WN,LAS,BUR,223.0,1
165,2017-09-29,UA,ORD,SJC,1829.0,8
331,2017-09-24,UA,MCO,EWR,937.0,4
4161,2017-09-12,OO,ORD,CID,196.0,1
17949,2017-09-03,WN,LGA,MCI,1107.0,5
14104,2017-09-26,WN,ATL,MDW,591.0,3
6982,2017-09-19,WN,ALB,BWI,289.0,2
16759,2017-09-04,DL,ATL,GSP,153.0,1
