Origin Airport,Origin Airport Name,Origin City Name,Origin Country Name,Origin Region Name,Destination Airport,Destination Airport Name,Destination City Name,Destination Country Name,Destination Region Name,Marketing Airline,Operating Airline,Marketing Airline Name,Operating Airline Name,Code Share,Fleet,Manufacturer,Flight No,Effective Date,Discontinued Date,Departure Time,Arrival Time,Duration,Departure Terminal,Arrival Terminal,Restricted Code,Frequency,Schedule Type,DepCount,Operating Airline   Capacity,Operating Airline   ASM(Nautical)(Millions),Distance
GMP,GIMPO INTERNATIONAL AIRPORT,SEOUL,SOUTH KOREA,FAR EAST ASIA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,OZ,OZ,"Asiana Airlines, Inc.","Asiana Airlines, Inc.",NO,744,BOEING,202,20010301,20010331,16:30,10:10,640,,, , 1-3--6- ,AIR,3,954.0,4.95,5190.0
HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,SZX,BAO'AN INTERNATIONAL AIRPORT,SHENZHEN,CHINA,FAR EAST ASIA,XO,XO,"South East Asian Airlines (SEAIR) International, Inc.","South East Asian Airlines (SEAIR) International, Inc.",NO,757,BOEING,9303,20010301,20010331,14:20,15:42,82,,, , 1-345-7 ,AIR,5,915.0,6.16,6736.0
SZX,BAO'AN INTERNATIONAL AIRPORT,SHENZHEN,CHINA,FAR EAST ASIA,HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,XO,XO,"South East Asian Airlines (SEAIR) International, Inc.","South East Asian Airlines (SEAIR) International, Inc.",NO,757,BOEING,9304,20010301,20010331,16:25,17:40,75,,, , 1-345-7 ,AIR,5,915.0,6.16,6736.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,M11,MCDONNELL-DOUGLAS,451,20010301,20010324,10:50,15:30,760,,, , --34-6- ,AIR,3,912.0,4.73,5183.0
ZRH,ZURICH AIRPORT,ZURICH,SWITZERLAND,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,M11,MCDONNELL-DOUGLAS,452,20010301,20010324,17:20,13:10,710,,, , --34-6- ,AIR,3,912.0,4.73,5183.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,744,BOEING,418,20010301,20010323,20:40,16:25,705,,, , ---45-7 ,AIR,3,912.0,4.81,5269.0
DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,M11,MCDONNELL-DOUGLAS,45,20010301,20010330,13:10,17:50,820,,, , ---45-7 ,AIR,3,912.0,5.08,5574.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,DFW,DALLAS/FT. WORTH INTERNATIONAL AIRPORT,DALLAS FORT WORTH,UNITED STATES,NORTH AMERICA,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,M11,MCDONNELL-DOUGLAS,46,20010301,20010330,14:55,11:20,685,,, , ---45-7 ,AIR,3,912.0,5.08,5574.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,JL,JL,"Japan Airlines Co., Ltd.","Japan Airlines Co., Ltd.",NO,744,BOEING,417,20010301,20010323,13:30,18:00,750,,, , ---45-7 ,AIR,3,912.0,4.81,5269.0
CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3388,20010301,20010324,20:30,21:40,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3375,20010301,20010324,07:45,08:55,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
SZX,BAO'AN INTERNATIONAL AIRPORT,SHENZHEN,CHINA,FAR EAST ASIA,HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3390,20010301,20010324,15:45,16:55,70,,, , 1234567 ,AIR,7,910.0,6.13,6736.0
CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3373,20010301,20010324,09:40,10:50,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3380,20010301,20010324,16:05,17:15,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3376,20010301,20010324,11:35,12:45,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,SZX,BAO'AN INTERNATIONAL AIRPORT,SHENZHEN,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3389,20010301,20010324,13:45,14:55,70,,, , 1234567 ,AIR,7,910.0,6.13,6736.0
HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3374,20010301,20010324,13:40,14:50,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3387,20010301,20010324,18:20,19:30,70,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
HHA,CHANGSHA HUANGHUA,HUANGHUA,CHINA,FAR EAST ASIA,CAN,BAIYUN INTERNATIONAL AIRPORT,GUANGZHOU,CHINA,FAR EAST ASIA,CZ,CZ,China Southern Airlines,China Southern Airlines,NO,735,BOEING,3379,20010301,20010324,14:10,15:25,75,,, , 1234567 ,AIR,7,910.0,6.1,6703.0
MRU,SIR S. RAMGOOLAM INTL AIRPORT,MAURITIUS,MAURITIUS,EAST AFRICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,MK,MK,Air Mauritius Ltd,Air Mauritius Ltd,NO,343,AIRBUS,36,20010301,20010324,08:25,17:25,720,,2A, , ---456- ,AIR,3,903.0,4.64,5134.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7122,20010301,20010317,22:00,13:00,720,I,2,A, ----56- ,AIR,2,864.0,4.92,5690.0
AKL,AUCKLAND INTERNATIONAL AIRPORT,AUCKLAND,NEW ZEALAND,PACIFIC,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,NZ,NZ,Air New Zealand Limited,Air New Zealand Limited,NO,744,BOEING,7132,20010301,20010317,22:00,13:00,720,I,2,A, ----56- ,AIR,2,864.0,4.92,5690.0
GMP,GIMPO INTERNATIONAL AIRPORT,SEOUL,SOUTH KOREA,FAR EAST ASIA,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,OZ,OZ,"Asiana Airlines, Inc.","Asiana Airlines, Inc.",NO,74E,BOEING,222,20010301,20010331,19:40,19:30,830,,, , 1-3--6- ,AIR,3,864.0,5.18,5991.0
HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,343,AIRBUS,838,20010301,20010324,16:40,12:25,705,,M, , -2-4-6- ,AIR,3,861.0,4.78,5550.0
YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,HKG,HONG KONG INTERNATIONAL AIRPORT,HONG KONG,HONG KONG - CHINA,FAR EAST ASIA,CX,CX,"Cathay Pacific Airways, Ltd.","Cathay Pacific Airways, Ltd.",NO,343,AIRBUS,839,20010301,20010324,14:20,20:55,875,M,, , -2-4-6- ,AIR,3,861.0,4.78,5550.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8723,20010301,20010324,22:50,06:20,630,1,2, , 1--4-6- ,AIR,3,858.0,4.29,5002.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8757,20010301,20010323,22:00,06:40,700,3,2, , --3-5-7 ,AIR,3,858.0,4.41,5140.0
MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8743,20010301,20010323,20:30,05:00,750,,2, , --3-5-7 ,AIR,3,858.0,4.59,5353.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8838,20010301,20010331,00:30,07:30,720,2,B, , 1-3--6- ,AIR,3,858.0,4.62,5382.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8756,20010301,20010322,22:00,12:20,680,2,3, , -2-4-6- ,AIR,3,858.0,4.41,5140.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,MUC,MUNICH INTERNATIONAL,MUNICH,GERMANY,WESTERN EUROPE,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8742,20010301,20010323,00:30,16:30,720,2,, , --3-5-7 ,AIR,3,858.0,4.59,5353.0
GIG,GALEAO- A.C. JOBIM INTL AIRPORT,RIO DE JANEIRO,BRAZIL,SOUTH AMERICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8722,20010301,20010323,22:45,13:45,660,2,1, , --3-5-7 ,AIR,3,858.0,4.29,5002.0
LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,RG,RG,Rotana Jet Aviation dba Rotana Jet,Rotana Jet Aviation dba Rotana Jet,NO,M11,MCDONNELL-DOUGLAS,8839,20010301,20010329,13:00,05:40,700,B,2, , -2-4--7 ,AIR,3,858.0,4.62,5382.0
MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,747,BOEING,786,20010301,20010331,14:00,09:55,715,,, , -2---6- ,AIR,2,852.0,4.49,5269.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,MXP,MALPENSA AIRPORT,MILAN,ITALY,WESTERN EUROPE,AZ,RD,Alitalia - Societa Aerea Italiana S.p.A,RYAN INTERNATIONAL AIRLINES,NO,747,BOEING,789,20010301,20010331,12:30,17:10,760,,, , ----5-7 ,AIR,2,852.0,4.49,5269.0
JED,KING ABDULAZIZ INTERNATIONAL AIRPORT,JEDDAH,SAUDI ARABIA,GULF,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,744,BOEING,21,20010301,20010323,01:50,07:00,790,,, , -2--5-- ,AIR,2,840.0,4.65,5535.0
JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,JED,KING ABDULAZIZ INTERNATIONAL AIRPORT,JEDDAH,SAUDI ARABIA,GULF,SV,SV,Saudi Arabian Airlines,Saudi Arabian Airlines,NO,744,BOEING,20,20010301,20010323,21:00,16:15,675,,, , -2--5-- ,AIR,2,840.0,4.65,5535.0
FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,772,BOEING,15,20010301,20010324,12:25,07:20,715,,, , 1-3--6- ,AIR,3,834.0,4.41,5284.0
DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,772,BOEING,90,20010301,20010323,02:55,08:50,895,,, , -2--5-7 ,AIR,3,834.0,4.98,5966.0
KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,FCO,FIUMICINO AIRPORT,ROME,ITALY,WESTERN EUROPE,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,772,BOEING,14,20010301,20010323,23:35,05:45,790,,, , -2--5-7 ,AIR,3,834.0,4.41,5284.0
EWR,NEWARK LIBERTY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,NORTH AMERICA,DXB,DUBAI INTERNATIONAL AIRPORT,DUBAI,UNITED ARAB EMIRATES,GULF,MH,MH,Malaysia Airlines Berhad,Malaysia Airlines Berhad,NO,772,BOEING,91,20010301,20010323,11:15,08:55,760,,, , -2--5-7 ,AIR,3,834.0,4.98,5966.0
NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,744,BOEING,289,20010301,20010323,21:55,04:30,875,1,2F, , --3-5-- ,AIR,2,820.0,4.3,5248.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,74E,BOEING,67,20010301,20010324,12:45,19:10,805,2,3, , -2-4-6- ,AIR,3,816.0,4.23,5188.0
LHR,HEATHROW AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,74E,BOEING,68,20010301,20010324,21:30,15:50,680,3,2, , -2-4-6- ,AIR,3,816.0,4.23,5188.0
SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,74E,BOEING,27,20010301,20010322,16:05,22:00,835,I,2, , -2-4-6- ,AIR,3,816.0,4.58,5617.0
TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,NORTH AMERICA,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,74E,BOEING,28,20010301,20010324,23:30,18:20,650,2,I, , -2-4-6- ,AIR,3,816.0,4.58,5617.0
DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,NW,NW,NORTHWEST AIRLINES INC.,NORTHWEST AIRLINES INC.,NO,744,BOEING,89,20010301,20010331,15:40,19:40,900,M,, , ---4-6- ,AIR,2,816.0,5.06,6203.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,NORTH AMERICA,NW,NW,NORTHWEST AIRLINES INC.,NORTHWEST AIRLINES INC.,NO,744,BOEING,90,20010301,20010331,09:35,09:55,800,,I, , 1----6- ,AIR,2,816.0,5.06,6203.0
IST,ISTANBUL AIRPORT,ISTANBUL,TURKEY,EASTERN EUROPE,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,TK,TK,Turkish Airlines Inc.,Turkish Airlines Inc.,NO,343,AIRBUS,7,20010301,20010322,09:10,15:30,800,,, , -2-4--7 ,AIR,3,813.0,4.22,5188.0
MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,NORTH AMERICA,IST,ISTANBUL AIRPORT,ISTANBUL,TURKEY,EASTERN EUROPE,TK,TK,Turkish Airlines Inc.,Turkish Airlines Inc.,NO,343,AIRBUS,8,20010301,20010322,18:00,12:00,660,,, , -2-4--7 ,AIR,3,813.0,4.22,5188.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,AF,AF,Air France,Air France,NO,777,BOEING,112,20010301,20010324,15:55,09:55,660,2A,, , 1-3--6- ,AIR,3,810.0,4.06,5012.0
PVG,PUDONG INTERNATIONAL AIRPORT,SHANGHAI,CHINA,FAR EAST ASIA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,777,BOEING,111,20010301,20010322,11:50,17:10,740,,2A, , -2-4--7 ,AIR,3,810.0,4.06,5012.0
TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,747,BOEING,10,20010301,20010323,23:55,18:10,615,2,M, , 1-3-5-- ,AIR,3,810.0,4.2,5186.0
YVR,VANCOUVER INTERNATIONAL AIRPORT,VANCOUVER,CANADA,NORTH AMERICA,TPE,TAIWAN TAOYUAN INTERNATIONAL AIRPORT,TAIPEI,TAIWAN,FAR EAST ASIA,BR,BR,EVA Airways Corporation,EVA Airways Corporation,NO,747,BOEING,9,20010301,20010324,01:00,05:45,765,M,2, , -2-4-6- ,AIR,3,810.0,4.2,5186.0
GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,74M,BOEING,796,20010301,20010322,18:10,09:30,680,2,, , 12-4--- ,AIR,3,810.0,4.3,5314.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,74M,BOEING,805,20010301,20010322,13:50,08:40,710,,, , 12-4--- ,AIR,3,810.0,4.49,5540.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,GRU,GUARULHOS INTERNATIONAL AIRPORT,SAO PAULO,BRAZIL,SOUTH AMERICA,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,74M,BOEING,795,20010301,20010321,23:55,07:50,715,,2, , 1-3---7 ,AIR,3,810.0,4.3,5314.0
KUL,KUALA LUMPUR INTERNATIONAL AIRPORT,KUALA LUMPUR,MALAYSIA,SOUTHEAST ASIA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,74M,BOEING,806,20010301,20010323,11:05,17:10,785,,, , -23-5-- ,AIR,3,810.0,4.49,5540.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AF,AF,Air France,Air France,NO,777,BOEING,256,20010301,20010323,18:55,14:25,750,2F,2, , -2--5-7 ,AIR,3,810.0,4.7,5802.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,777,BOEING,257,20010301,20010321,23:25,06:20,835,2,2F, , 1-3--6- ,AIR,3,810.0,4.7,5802.0
CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,RUN,ROLAND GARROS AIRPORT,ST DENIS DE LA REUNION,REUNION ISLAND,EAST AFRICA,AF,AF,Air France,Air France,NO,747,BOEING,3820,20010301,20010323,16:40,06:50,670,2F,, , ----5-7 ,AIR,2,800.0,4.07,5092.0
RUN,ROLAND GARROS AIRPORT,ST DENIS DE LA REUNION,REUNION ISLAND,EAST AFRICA,CDG,CHARLES DE GAULLE AIRPORT,PARIS,FRANCE,WESTERN EUROPE,AF,AF,Air France,Air France,NO,747,BOEING,3821,20010301,20010324,09:10,17:40,690,,2F, , 1----6- ,AIR,2,800.0,4.07,5092.0
MSP,ST PAUL INTERNATIONAL AIRPORT,MINNEAPOLIS / ST PAUL,UNITED STATES,NORTH AMERICA,NRT,NARITA INTERNATIONAL,TOKYO,JAPAN,FAR EAST ASIA,NW,NW,NORTHWEST AIRLINES INC.,NORTHWEST AIRLINES INC.,NO,747,BOEING,83,20010301,20010323,12:25,16:05,760,M,1, , ----5-7 ,AIR,2,800.0,4.13,5159.0
FRA,FRANKFURT INTERNATIONAL AIRPORT,FRANKFURT,GERMANY,WESTERN EUROPE,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,NORTH AMERICA,LH,LH,Deutsche Lufthansa AG,Deutsche Lufthansa AG,NO,747,BOEING,456,20010301,20010324,10:15,12:55,700,1,B, , ----56- ,AIR,2,800.0,4.04,5046.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,747,BOEING,843,20010301,20010320,10:25,05:30,725,,1, , -2----7 ,AIR,2,800.0,4.55,5690.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,KL,KL,KLM Royal Dutch Airlines,KLM Royal Dutch Airlines,NO,747,BOEING,844,20010301,20010322,01:25,07:50,805,1,, , -2-4--- ,AIR,2,800.0,4.55,5690.0
LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,GA,GA,Garuda Indonesia,Garuda Indonesia,NO,744,BOEING,971,20010301,20010331,19:00,13:25,685,,, , 1----6- ,AIR,2,796.0,4.13,5186.0
AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,GA,GA,Garuda Indonesia,Garuda Indonesia,NO,744,BOEING,975,20010301,20010331,16:30,11:35,725,,, , ---4--7 ,AIR,2,796.0,4.53,5690.0
BKK,SUVARNABHUMI INTERNATIONAL,BANGKOK,THAILAND,SOUTHEAST ASIA,LGW,GATWICK AIRPORT,LONDON,UNITED KINGDOM,WESTERN EUROPE,GA,GA,Garuda Indonesia,Garuda Indonesia,NO,744,BOEING,970,20010301,20010331,04:30,10:15,765,,, , 1----6- ,AIR,2,796.0,4.13,5186.0
SIN,CHANGI AIRPORT,SINGAPORE,SINGAPORE,SOUTHEAST ASIA,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,WESTERN EUROPE,GA,GA,Garuda Indonesia,Garuda Indonesia,NO,744,BOEING,974,20010301,20010331,01:20,07:50,810,,, , -2----7 ,AIR,2,796.0,4.53,5690.0
